Vehicle_Year,Mileage,Condition_Score,Make,Auction_Location,Sold_Price
1983,53053,2.6579790936672336,Chevy,Palm Beach,39484.59546833616
1987,49622,4.931740329014139,Chevy,Las Vegas,53196.50164507069
2012,136058,4.531438908394492,Ferrari,Scottsdale,155051.39454197246
1967,111349,4.646936109693508,Toyota,Las Vegas,35599.780548467534
2017,7585,2.129717631050883,Ford,Palm Beach,58390.088155254416
1987,147939,8.322541533826474,Toyota,Las Vegas,60318.807669132366
1995,112801,1.3218961871344173,Toyota,Las Vegas,32829.38093567209
1985,102738,5.754039469544412,Chevy,Palm Beach,50996.39734772206
1967,12326,6.956905492402221,Chevy,Scottsdale,57051.92746201111
2017,93505,2.867224942529895,Toyota,Palm Beach,53485.62471264947
2019,22688,9.152651728889161,Chevy,Palm Beach,92994.4586444458
2009,37119,8.546942863223137,Ferrari,Las Vegas,183522.8143161157
1987,65233,5.239753565355327,Ford,Palm Beach,53175.46782677663
1987,114544,4.700340391061248,Toyota,Las Vegas,45547.30195530624
1996,117703,3.1291113268999005,Ford,Palm Beach,41875.2566344995
2000,128685,7.5699390218046725,Ferrari,Palm Beach,164981.19510902336
1995,43495,2.1856941966876775,Chevy,Scottsdale,44078.97098343838
2023,125914,7.122139784594047,Porsche,Palm Beach,74519.29892297025
1986,112699,8.582112875065722,Ferrari,Scottsdale,164640.6643753286
2013,26039,3.0562441832532135,Porsche,Palm Beach,59177.320916266064
2022,303,8.797846626088806,Ford,Palm Beach,94958.93313044403
1976,147716,1.299908794955576,Toyota,Palm Beach,19727.94397477788
1968,147071,9.215086468478729,Chevy,Scottsdale,55368.332342393645
1992,29163,2.0652600506616823,Ferrari,Las Vegas,143410.00025330842
2012,90980,6.811832601442293,Chevy,Scottsdale,70961.16300721146
1979,3848,3.2507422202254763,Porsche,Palm Beach,45368.91110112738
1972,117369,8.528971520526524,Porsche,Las Vegas,56907.95760263262
1987,80864,5.610703248239198,Toyota,Palm Beach,53467.11624119599
2007,108136,2.2171707212185123,Porsche,Scottsdale,43772.25360609256
1988,116625,6.138924141933806,Toyota,Scottsdale,53032.120709669034
1972,85779,4.670943491772848,Ferrari,Las Vegas,140776.81745886424
2005,125929,6.953030349517911,Toyota,Scottsdale,64672.25174758955
1994,128316,8.937129562871135,Porsche,Palm Beach,68854.04781435567
2020,133275,4.684502180650766,Ford,Las Vegas,60095.01090325383
1965,66001,3.6089261158047368,Toyota,Palm Beach,33944.53057902368
1977,147275,1.130635850748479,Chevy,Las Vegas,19425.679253742397
2010,98146,6.173551340738874,Ford,Las Vegas,66053.15670369437
2023,90112,4.620472906882902,Toyota,Palm Beach,65591.1645344145
1964,78378,4.371842971133459,Chevy,Scottsdale,36021.414855667295
2006,12491,2.646417891557913,Ford,Palm Beach,54982.98945778957
1984,102576,4.8704981067214685,Toyota,Scottsdale,46094.890533607344
1961,120821,9.859977582250314,Ferrari,Scottsdale,157717.78791125157
1969,97637,3.679787383050199,Chevy,Palm Beach,33135.23691525099
2015,81259,6.3973397206729015,Ferrari,Las Vegas,171360.7986033645
1989,131140,7.988381931841001,Porsche,Palm Beach,61327.909659205005
2009,35603,7.742420408588785,Toyota,Las Vegas,79651.80204294392
2018,75503,3.9589685874333167,Toyota,Scottsdale,61244.54293716658
2004,64386,6.497740751651653,Chevy,Las Vegas,68050.10375825828
1964,74942,8.841382167431416,Toyota,Palm Beach,58712.71083715708
2014,105027,1.1390268495977014,Porsche,Las Vegas,42192.43424798851
2015,15008,4.921609211589769,Toyota,Scottsdale,70607.24605794884
1992,37328,3.0184607641771475,Ford,Scottsdale,47359.503820885744
2013,23486,4.497690613589551,Ferrari,Las Vegas,166639.85306794776
1960,28402,4.743906471777175,Porsche,Scottsdale,40879.33235888588
1977,60915,7.720038683079733,Porsche,Scottsdale,61008.693415398666
1991,63444,1.8443968515589884,Ferrari,Las Vegas,138377.58425779495
2006,111703,5.613255128192594,Ferrari,Scottsdale,159895.97564096295
2008,61214,6.077753126188708,Porsche,Las Vegas,68267.36563094353
1970,25625,5.4474184319662395,Ferrari,Las Vegas,149674.5921598312
1980,79918,7.586859277564481,Chevy,Scottsdale,59942.4963878224
1985,114689,4.454121303161626,Ferrari,Las Vegas,143301.70651580812
2022,145506,9.504703572760684,Ford,Scottsdale,83972.91786380342
1984,94815,5.336230982850473,Ford,Scottsdale,49199.65491425236
1981,6744,6.140925186533178,Chevy,Scottsdale,60530.22593266589
2018,101254,8.429777410120746,Ferrari,Palm Beach,181023.48705060373
1986,43569,3.4771249533801023,Ford,Scottsdale,46028.72476690051
2008,106709,1.676818258865222,Toyota,Las Vegas,41713.19129432611
1972,148547,7.370055805262343,Ferrari,Las Vegas,147995.5790263117
1992,65306,5.3471066999354075,Chevy,Las Vegas,56204.93349967704
1993,96562,9.068538258630953,Ferrari,Palm Beach,172186.49129315477
2000,83278,9.844120438501907,Porsche,Palm Beach,80892.80219250954
1994,86824,4.591984155172563,Porsche,Las Vegas,51277.52077586282
2022,96493,4.738951146336948,Ford,Las Vegas,65045.455731684735
1960,127414,4.671663419851538,Porsche,Palm Beach,30616.917099257687
1980,76412,3.920986987578335,Chevy,Las Vegas,41963.73493789168
2007,75424,8.035183879897577,Ford,Scottsdale,76133.51939948788
2014,71296,7.830961862416549,Chevy,Scottsdale,79025.20931208273
1965,70114,5.307803834954724,Chevy,Las Vegas,42027.619174773616
1987,139382,1.4019509474100889,Porsche,Scottsdale,26571.554737050443
1976,142094,3.7860337136176607,Porsche,Las Vegas,32720.7685680883
1964,33440,3.630727418993538,Chevy,Palm Beach,36809.63709496769
1990,39950,8.299785215802325,Porsche,Las Vegas,72503.92607901162
1964,113811,1.7881801607455725,Porsche,Palm Beach,19559.800803727863
1997,11194,8.251078411384338,Porsche,Scottsdale,78635.99205692168
1962,88059,7.022652869792287,Ferrari,Scottsdale,147307.36434896145
2012,5841,7.591973132174043,Chevy,Scottsdale,83375.76566087021
1982,111685,4.889918688265212,Toyota,Las Vegas,44281.093441326055
1996,122664,7.117532164015824,Chevy,Palm Beach,61321.260820079115
2012,68898,6.481260502362242,Ford,Palm Beach,71516.50251181121
1996,116126,7.920821757057666,Porsche,Scottsdale,65991.50878528833
1969,110230,5.02092851021427,Porsche,Scottsdale,38581.642551071345
1969,22264,5.2554306240667215,Toyota,Palm Beach,48550.75312033361
1978,30357,6.792186004658381,Ford,Las Vegas,59925.23002329191
1976,145383,1.9726974429974948,Ferrari,Scottsdale,123325.18721498747
1980,96089,4.926200035278856,Chevy,Las Vegas,45022.10017639428
1973,136404,9.74755760733825,Ferrari,Scottsdale,161597.38803669123
1968,52791,1.3379708805404105,Ford,Scottsdale,25410.754402702052
2005,79868,3.8440425057975443,Toyota,Las Vegas,53733.41252898772
1960,14126,3.8269883718043367,Ford,Las Vegas,37722.34185902169
2010,31008,6.701177073121953,Toyota,Las Vegas,75405.08536560976
2004,19710,1.952203234817259,Ferrari,Las Vegas,149790.0161740863
1972,63285,6.65689627790975,Ferrari,Palm Beach,152955.98138954875
1963,72667,1.855362165864575,Ford,Palm Beach,23510.110829322875
2021,36282,1.854582826764979,Ford,Scottsdale,56144.7141338249
1960,116236,7.55365021469634,Porsche,Scottsdale,46144.6510734817
2008,131742,3.917216564495167,Toyota,Scottsdale,50411.88282247583
1999,19388,9.79680652942373,Porsche,Palm Beach,86545.23264711864
1991,78924,1.3361764279199944,Chevy,Las Vegas,34288.482139599975
1993,84525,5.005959973461947,Chevy,Scottsdale,53077.29986730973
1987,1017,2.0182234390662126,Ford,Palm Beach,43489.41719533106
1990,75702,4.162410700822978,Ferrari,Scottsdale,148241.8535041149
1967,64675,9.984002055481454,Chevy,Palm Beach,66952.51027740727
1998,72618,8.999582605646786,Chevy,Las Vegas,76736.11302823393
1985,39204,1.4349196796985721,Porsche,Palm Beach,35754.19839849286
2017,149234,6.06930259443115,Porsche,Las Vegas,63923.112972155745
1993,17099,6.830400743419921,Chevy,Scottsdale,68942.10371709961
2013,141113,2.8858116155511313,Ford,Las Vegas,46817.75807775566
2013,61269,2.3059501605680524,Porsche,Palm Beach,51902.850802840265
1962,129844,9.13943021198971,Chevy,Scottsdale,53712.75105994855
2018,110784,9.71934797335039,Ferrari,Scottsdale,186518.33986675195
2009,59921,9.927035715876777,Porsche,Palm Beach,88143.07857938387
1971,135701,8.10785596361171,Chevy,Las Vegas,52469.179818058554
1960,12292,6.971518624647314,Toyota,Palm Beach,53628.39312323657
2013,74202,4.111572269736981,Porsche,Las Vegas,59637.66134868491
2003,114994,2.542584810922772,Toyota,Las Vegas,42713.52405461386
1964,86895,1.7108253942960854,Porsche,Scottsdale,21864.62697148043
1989,66777,7.239677216963428,Porsche,Las Vegas,64020.686084817135
1989,135799,8.062510736614225,Toyota,Scottsdale,61232.65368307113
2018,134427,8.43808287209482,Ford,Palm Beach,77747.7143604741
2016,136385,9.223885029734188,Chevy,Palm Beach,80480.92514867094
1976,102512,8.919366072745362,Ford,Scottsdale,62345.630363726814
2007,19504,9.997671450322834,Ford,Scottsdale,91537.95725161416
2022,116645,3.1965760987052616,Chevy,Las Vegas,55318.38049352631
2006,24089,7.869768536909895,Ferrari,Scottsdale,179939.9426845495
1982,108206,6.2781356113731785,Ford,Palm Beach,51570.078056865896
1974,24619,3.3512061920822416,Ford,Scottsdale,41294.1309604112
1996,22539,9.837147900582485,Ford,Scottsdale,84931.83950291242
1980,118670,9.08108294296827,Ferrari,Scottsdale,163538.41471484135
1973,15095,2.1566410159970477,Porsche,Las Vegas,35773.70507998524
1961,23659,1.2354250809107787,Toyota,Scottsdale,24311.225404553894
1970,89149,7.194976860994092,Toyota,Las Vegas,52059.98430497046
2010,136193,6.437175659708816,Ferrari,Las Vegas,163566.57829854407
1998,98100,9.422340617000314,Ford,Scottsdale,76301.70308500157
1997,39450,3.1060475844433286,Toyota,Las Vegas,50085.23792221664
2023,25617,1.7594915310548833,Ferrari,Scottsdale,157735.7576552744
2019,89232,3.332938003947878,Chevy,Palm Beach,57241.49001973939
1993,59646,1.1703487646031712,Toyota,Palm Beach,36387.14382301585
1997,105786,1.3230347607003918,Chevy,Las Vegas,34536.57380350196
2009,88251,9.233720253286837,Ford,Palm Beach,81843.50126643418
1993,3427,4.168149242516904,Toyota,Scottsdale,56998.04621258452
1977,120418,4.697281009087126,Ferrari,Las Vegas,139944.60504543563
1989,116045,1.1653448908429396,Porsche,Scottsdale,28722.2244542147
1974,46930,3.4346960215466193,Toyota,Las Vegas,39480.48010773309
1986,52546,8.242533853672878,Toyota,Las Vegas,68958.0692683644
2010,146332,6.539418637000472,Toyota,Las Vegas,63063.893185002365
2022,140248,7.784025409777738,Toyota,Las Vegas,75895.32704888868
1993,69441,5.024923667144066,Ferrari,Palm Beach,154680.51833572032
2011,31185,3.78756299576197,Ferrari,Palm Beach,161319.31497880985
2016,55671,5.345290839955333,Porsche,Palm Beach,69159.35419977666
1997,145887,3.9076396156517603,Ferrari,Las Vegas,143449.4980782588
1992,128408,8.55073987006661,Ferrari,Palm Beach,165912.89935033306
1983,5850,3.6790634403356117,Ford,Las Vegas,49310.31720167806
1974,114031,6.937872764077754,Ford,Palm Beach,50286.26382038878
2019,78868,2.2328400007857505,Chevy,Las Vegas,52777.40000392875
1989,36003,7.1817984436141895,Porsche,Palm Beach,66808.69221807094
2014,91136,9.219697404400303,Ford,Palm Beach,83984.88702200152
2001,88054,6.477248391759175,Porsche,Palm Beach,64080.84195879587
2010,83114,6.038698420310295,Porsche,Las Vegas,66882.09210155148
1976,117405,9.650064412194762,Toyota,Las Vegas,64509.82206097381
1964,32201,6.646568997842618,Porsche,Palm Beach,52012.74498921309
1988,2875,3.3359538994577433,Toyota,Las Vegas,50392.26949728872
1963,111597,3.6315192146296638,Chevy,Scottsdale,28497.896073148317
1969,45719,7.347759782823345,Chevy,Palm Beach,56666.898914116726
2015,57224,7.6189293450296764,Chevy,Palm Beach,79872.24672514838
1976,65249,3.7314660861011366,Toyota,Scottsdale,40132.43043050569
1969,26716,4.108095801336972,Toyota,Las Vegas,42368.87900668486
1976,61899,9.919508578651783,Chevy,Las Vegas,71407.64289325892
2019,90321,1.917572946222497,Toyota,Las Vegas,50055.76473111249
1979,114979,4.641805255960894,Ferrari,Palm Beach,141211.12627980448
1983,25579,1.562027780777567,Ferrari,Palm Beach,136752.23890388783
1964,99265,8.389705257984168,Toyota,Palm Beach,54022.02628992084
1993,55963,1.83111255050889,Toyota,Palm Beach,40059.262752544455
1965,82669,7.066066208164401,Ford,Palm Beach,49563.431040822004
2012,146580,1.5083508160313386,Ford,Las Vegas,38883.754080156694
1961,16451,7.055695340287221,Porsche,Scottsdale,54133.37670143611
1972,135303,8.587332522349328,Porsche,Las Vegas,55406.36261174664
2021,44925,4.589393742316516,Porsche,Las Vegas,68954.46871158258
2002,11449,5.699138440889592,Chevy,Palm Beach,68350.79220444796
2002,44354,4.613875642047542,Ferrari,Scottsdale,159633.97821023772
2007,38325,3.7043988276937503,Chevy,Scottsdale,58189.494138468755
1970,12553,8.229370605644153,Toyota,Las Vegas,64891.55302822076
2010,149986,3.448023163578907,Ford,Scottsdale,47241.515817894535
2006,149435,7.506490819505023,Toyota,Las Vegas,65588.95409752511
2016,77794,2.8557737132968204,Toyota,Las Vegas,54499.4685664841
1982,15835,3.248684164704966,Ford,Las Vegas,45659.92082352483
2014,147002,4.02815046319491,Toyota,Las Vegas,52440.55231597455
1975,47993,6.302407396544094,Porsche,Palm Beach,54212.73698272047
1990,127106,5.08980087243587,Ford,Scottsdale,47738.404362179346
1970,45166,7.706303288450384,Toyota,Palm Beach,59014.91644225192
2013,134545,2.9221057030257307,Porsche,Palm Beach,47656.02851512865
1975,141507,1.096050590639507,Porsche,Palm Beach,18829.552953197533
1967,10792,7.989017246066981,Ferrari,Las Vegas,162365.8862303349
1963,45641,8.394844004920653,Porsche,Las Vegas,58910.12002460327
1999,67083,1.535321467975506,Chevy,Palm Beach,40468.30733987753
1963,120847,6.498167699425569,Ford,Palm Beach,41906.138497127846
2015,85203,4.4038610548577015,Ford,Scottsdale,60999.0052742885
1984,25666,8.14506089675065,Ford,Palm Beach,70158.70448375324
1962,73293,8.869730987768307,Toyota,Las Vegas,58019.354938841534
1991,141517,8.659033901175242,Toyota,Palm Beach,64643.469505876215
1962,121115,7.994838226157669,Chevy,Scottsdale,48862.69113078835
1986,131056,3.4214700586794664,Porsche,Scottsdale,37001.75029339733
1988,70844,8.307006792114851,Toyota,Palm Beach,68450.63396057425
1991,33555,5.801306283156634,Porsche,Scottsdale,61151.031415783174
2009,54319,1.4748095334888174,Porsche,Scottsdale,46442.147667444086
2020,46091,5.11244964908424,Toyota,Las Vegas,70953.14824542121
2017,73716,9.47942125326994,Toyota,Scottsdale,88525.5062663497
2010,87538,8.990734147619975,Chevy,Scottsdale,81199.87073809987
1978,116941,1.9203785289740445,Ferrari,Palm Beach,126907.79264487022
1980,140658,7.697140171429332,Ford,Las Vegas,54419.900857146655
1964,58970,8.252135793624113,Toyota,Scottsdale,57363.67896812056
1977,86794,3.4424936941308832,Toyota,Palm Beach,37033.06847065442
1987,43956,5.244477136669831,Porsche,Palm Beach,55326.78568334916
2001,101507,7.398891473173147,Ferrari,Palm Beach,167343.75736586575
2020,31479,4.951373399390331,Toyota,Palm Beach,71608.96699695165
1981,64829,2.0151722697991925,Ferrari,Palm Beach,134092.96134899597
1980,54453,7.352942002135494,Ford,Palm Beach,61319.410010677464
1965,14131,9.204748207617731,Porsche,Scottsdale,67110.64103808865
1960,66082,6.872362555655418,Chevy,Las Vegas,47753.61277827709
1964,36783,7.964206737121305,Ford,Las Vegas,58142.73368560652
2000,114191,4.225262820920456,Ferrari,Palm Beach,149707.2141046023
1971,117897,2.6487842061397138,Ferrari,Palm Beach,126954.22103069857
1985,148790,6.784962954564633,Ford,Las Vegas,51545.81477282316
2005,6687,3.94994085257097,Ferrari,Scottsdale,161581.00426285487
1993,62890,8.740661670908136,Chevy,Palm Beach,73914.30835454067
2008,31580,2.103652449802059,Chevy,Las Vegas,51360.262249010295
1973,23669,4.901173297598113,Ferrari,Las Vegas,148638.96648799058
1985,11251,4.570548404215472,Ferrari,Palm Beach,154227.64202107736
2004,44839,9.442484681985366,Chevy,Las Vegas,84728.52340992683
1986,33054,2.3782132054396348,Ferrari,Scottsdale,141585.66602719817
1968,109473,1.0886214251080986,Toyota,Las Vegas,18495.807125540494
1985,34800,3.1427669152640583,Porsche,Palm Beach,44733.83457632029
2016,123828,8.38249173791789,Toyota,Palm Beach,77529.65868958946
2006,66888,2.8838963444231536,Ferrari,Las Vegas,150730.68172211578
2016,71145,3.167902573349344,Ferrari,Las Vegas,156725.01286674672
1981,145072,2.169089240831297,Porsche,Palm Beach,26838.246204156483
2006,128092,7.4389258294888645,Ferrari,Scottsdale,167385.42914744432
2015,80159,1.6225677145487545,Porsche,Las Vegas,47596.93857274377
1989,1981,3.9808747209566944,Chevy,Scottsdale,54206.27360478347
2002,132802,3.542488539588681,Porsche,Scottsdale,45432.24269794341
2022,20889,5.996437568111394,Porsche,Palm Beach,78893.28784055696
2007,126183,7.57374638517762,Toyota,Palm Beach,68750.4319258881
2020,88159,5.795887912270727,Ferrari,Palm Beach,170163.53956135362
1976,46251,9.37923393677561,Chevy,Scottsdale,70271.06968387804
1985,109488,9.562983749985987,Ford,Palm Beach,69366.11874992994
1995,3362,4.253187956486639,Porsche,Palm Beach,58429.7397824332
1960,67081,7.999123386474034,Ford,Scottsdale,53287.51693237017
1967,121051,7.649212449413707,Ferrari,Scottsdale,149640.96224706853
2008,123199,9.036681325343446,Porsche,Scottsdale,76863.50662671722
1994,82072,5.0314927618693295,Ford,Scottsdale,53950.26380934665
2020,75585,5.77425868478013,Toyota,Las Vegas,71312.79342390064
2011,54822,4.741968822234166,Ford,Palm Beach,63727.64411117083
1974,89599,8.65339227369735,Toyota,Las Vegas,61307.06136848674
2006,7001,3.067320838259209,Chevy,Scottsdale,57636.50419129605
2022,117573,3.1573817041820025,Ferrari,Scottsdale,155029.60852091003
2015,8697,4.3534459321937184,Ford,Scottsdale,68397.52966096859
1981,129731,3.0730854889211607,Porsche,Scottsdale,32892.327444605806
1973,64009,6.0490615277342865,Ferrari,Scottsdale,150344.40763867143
1985,72491,2.2104109584595206,Ford,Palm Beach,36302.954792297605
1987,139435,3.881675974636498,Porsche,Las Vegas,38964.87987318249
1982,63393,9.22100228628031,Porsche,Las Vegas,70765.71143140155
1973,11974,4.683029321726163,Porsche,Palm Beach,48717.74660863081
1983,86502,7.734103448441583,Porsche,Palm Beach,61520.31724220791
1961,14179,2.021159725359166,Ford,Palm Beach,29187.89862679583
2004,72879,3.228080573276062,Chevy,Las Vegas,50852.50286638031
1985,95508,8.266110590803317,Toyota,Las Vegas,64279.75295401658
1973,140190,7.866936426607247,Toyota,Scottsdale,51815.682133036236
2018,120706,4.47540326734439,Toyota,Las Vegas,59306.41633672195
2015,120162,9.589572118301268,Chevy,Las Vegas,83431.66059150634
2010,12200,9.195787142510909,Porsche,Palm Beach,89758.93571255455
1966,57121,9.66070674201016,Porsche,Las Vegas,65591.4337100508
1962,128226,4.851232211690069,Ferrari,Scottsdale,132433.56105845034
2006,92546,2.777262253171147,Toyota,Las Vegas,47631.71126585574
1982,29537,6.639927751822069,Toyota,Palm Beach,61245.938759110344
2005,20962,7.162958424512786,Porsche,Palm Beach,76218.59212256393
2002,11769,2.12897606005468,Toyota,Scottsdale,50467.9803002734
2006,121319,8.078347308663155,Porsche,Scottsdale,71259.83654331577
2019,16016,1.1625419778396449,Porsche,Las Vegas,53711.109889198226
2004,10978,5.34455548729105,Porsche,Scottsdale,67624.97743645524
1977,3085,3.979146335454054,Ford,Scottsdale,48087.23167727027
2017,41335,7.662727539091756,Ford,Palm Beach,82680.13769545878
1997,19031,3.8148465467963435,Ford,Palm Beach,55671.132733981714
1994,92976,8.441264015029295,Ford,Las Vegas,69908.72007514647
2010,436,6.354581399027295,Chevy,Las Vegas,76729.30699513649
1974,43033,8.145040255858648,Ferrari,Las Vegas,163421.90127929323
2023,45636,9.904065740556614,Ferrari,Las Vegas,196456.72870278306
1984,69604,7.112425111692011,Porsche,Palm Beach,60601.72555846006
2014,99314,9.864552847254798,Toyota,Las Vegas,86391.36423627398
1996,114036,1.2595269422953481,Ford,Las Vegas,32894.03471147674
1987,16379,4.043259896354276,Ferrari,Scottsdale,152078.39948177137
1969,103851,1.9706793810607823,Ferrari,Las Vegas,123968.29690530391
1998,104533,3.360744382459956,Ford,Scottsdale,45350.421912299775
2016,71486,8.54999109213197,Chevy,Palm Beach,83601.35546065983
1976,86224,1.2909093879348128,Chevy,Las Vegas,25832.146939674065
1998,105850,5.681646421591544,Ferrari,Scottsdale,156823.2321079577
1981,77585,6.1041583677913565,Chevy,Las Vegas,53262.29183895678
1985,74155,6.050360320047605,Ford,Scottsdale,55336.301600238025
2021,92011,5.277673664409301,Ferrari,Las Vegas,167687.2683220465
2003,98718,8.115426682927797,Ford,Palm Beach,72205.33341463898
1984,113992,2.20188780554996,Chevy,Palm Beach,31610.2390277498
1976,71228,3.7951931399570857,Ford,Scottsdale,39853.16569978543
1972,149280,6.541534481006554,Chevy,Scottsdale,43779.672405032776
1979,52595,7.218562296411602,Chevy,Palm Beach,60333.31148205801
1984,82906,4.637335885993506,Ford,Las Vegas,46896.07942996753
1963,93285,8.878341369945097,Chevy,Scottsdale,56563.20684972549
1969,49749,4.739440570263229,Porsche,Palm Beach,43222.30285131614
1962,95502,4.624985209134998,Ford,Scottsdale,34574.726045674994
2000,30776,1.3258653533864646,Porsche,Palm Beach,43551.72676693233
2004,64193,5.960272025752604,Ford,Palm Beach,65382.06012876302
1977,79514,7.378127546607146,Chevy,Scottsdale,57439.23773303573
2006,93195,2.0299434716516327,Chevy,Scottsdale,43830.21735825816
1995,72407,3.748894894790838,Ferrari,Palm Beach,149003.7744739542
2006,95532,8.03131258404567,Ferrari,Las Vegas,173603.36292022833
1981,32023,4.293274918722179,Porsche,Palm Beach,48764.074593610894
1993,117549,3.174422158360359,Chevy,Las Vegas,40617.210791801794
2006,47674,7.04980597208601,Ferrari,Las Vegas,173481.62986043005
1967,121857,2.7708289990449004,Chevy,Las Vegas,25168.4449952245
1999,53764,9.060876276248592,Ford,Scottsdale,79427.98138124296
2008,67484,1.9503855642352685,Ferrari,Palm Beach,147003.52782117634
2003,31127,7.358948220545442,Porsche,Palm Beach,75182.0411027272
1978,34585,5.495938311577377,Ferrari,Las Vegas,153021.1915578869
2001,35654,8.829366061572943,Chevy,Las Vegas,81081.4303078647
2000,47022,2.1357558192361292,Toyota,Las Vegas,45976.57909618065
1996,13509,7.101054266464791,Toyota,Palm Beach,72154.37133232396
1965,36739,6.148491752632433,Chevy,Las Vegas,49568.55876316217
2011,19792,5.3208112801604175,Ford,Palm Beach,70124.85640080209
1985,89137,5.422665370894015,Ferrari,Palm Beach,150699.62685447006
2023,18174,7.4977926561867765,Toyota,Scottsdale,87171.56328093389
1993,146721,9.439674894413399,Ford,Las Vegas,69026.27447206699
2018,30063,1.8212649320714327,Chevy,Las Vegas,55100.02466035716
2015,52365,1.175523828494682,Ford,Las Vegas,48141.11914247341
2018,16161,8.251343132330831,Chevy,Scottsdale,88640.61566165416
2004,113602,1.9735244879568339,Ferrari,Las Vegas,140507.42243978416
1965,22900,9.880271164723814,Ford,Palm Beach,69611.35582361906
1996,116292,6.574134240629535,Ferrari,Las Vegas,159241.47120314767
2016,107328,6.857797557287267,Ford,Palm Beach,71556.18778643633
1992,28154,2.7900253264421564,Chevy,Palm Beach,47134.72663221078
2012,13333,3.16281079267007,Chevy,Palm Beach,60480.75396335035
1981,65827,6.9341527278932515,Ford,Palm Beach,58588.06363946626
1980,90710,9.187541541407773,Chevy,Las Vegas,66866.70770703888
1965,70553,9.8415149906581,Porsche,Scottsdale,64652.27495329049
1965,104235,2.782278519679843,Porsche,Scottsdale,25987.892598399216
2014,108564,2.2070766043881114,Ferrari,Palm Beach,147178.98302194057
2007,13782,1.5076122198471142,Porsche,Las Vegas,49659.86109923557
1963,58260,8.81467316345195,Porsche,Scottsdale,59747.36581725975
1989,23766,3.652433621708219,Toyota,Las Vegas,50385.5681085411
1970,58917,1.0163083048232648,Toyota,Scottsdale,24189.841524116324
2021,91298,3.0143627745078594,Toyota,Palm Beach,56442.01387253929
2021,41930,4.063969720894766,Toyota,Palm Beach,66626.84860447384
1989,10334,9.918875525470167,Chevy,Palm Beach,83060.97762735083
1990,57716,5.711874344713735,Ferrari,Scottsdale,157787.77172356867
1983,9321,2.842425528355912,Ferrari,Las Vegas,144780.02764177957
2014,142582,4.0133651024210595,Porsche,Palm Beach,52808.6255121053
1968,1151,3.972769188011906,Ferrari,Las Vegas,143748.74594005954
2014,110629,1.1775317181685794,Porsche,Las Vegas,41824.758590842896
1962,77018,2.2166474875428706,Ferrari,Palm Beach,124381.43743771435
2010,78216,7.256768137328901,Ford,Scottsdale,73462.24068664451
1990,122326,2.082258879136612,Ford,Palm Beach,33178.69439568306
1999,44857,3.076608489455069,Ferrari,Palm Beach,150397.34244727535
1996,121108,4.156635685638779,Chevy,Scottsdale,46672.37842819389
1995,131479,7.819614500520643,Porsche,Las Vegas,63450.172502603215
1983,56989,6.241608683811458,Ferrari,Scottsdale,157009.1434190573
1990,36044,7.200999864897114,Porsche,Scottsdale,67400.59932448558
1965,99655,6.10311092878155,Toyota,Palm Beach,43050.05464390775
1961,38234,7.1523318269968215,Ferrari,Scottsdale,152438.2591349841
1979,26054,1.025579382975752,Chevy,Scottsdale,32022.49691487876
1987,90059,9.378083299342865,Toyota,Scottsdale,71384.51649671432
1970,5092,1.9982820778732586,Ferrari,Las Vegas,134482.2103893663
1963,2061,4.656241863792143,Ford,Las Vegas,44575.10931896072
1974,12597,7.939345332203693,Ferrari,Palm Beach,165437.02666101846
1965,13355,4.9170764620848155,Ford,Palm Beach,45749.88231042407
2013,135739,9.521582965007642,Ford,Las Vegas,80534.0148250382
2008,48947,5.208300536488901,Ferrari,Scottsdale,165146.8026824445
1989,20489,8.874454650424042,Ferrari,Palm Beach,176823.37325212022
2015,123902,8.297453020260438,Ford,Palm Beach,76597.06510130219
1997,61676,9.828876725188149,Porsche,Scottsdale,81476.78362594073
2010,44019,9.33893002675878,Toyota,Scottsdale,87292.7501337939
2021,3458,9.083114512415909,Chevy,Scottsdale,95569.77256207954
2016,88635,7.584439064675215,Ferrari,Scottsdale,177058.69532337607
1961,106082,4.302983325413987,Toyota,Scottsdale,31406.71662706993
1974,5798,1.9551287670841218,Toyota,Las Vegas,36195.843835420616
1970,66909,7.19780547037951,Porsche,Scottsdale,54298.12735189755
1967,93179,9.807886732041684,Toyota,Palm Beach,63221.53366020842
1985,55905,7.53943993598682,Ferrari,Las Vegas,164606.6996799341
2010,75133,9.358564323496019,Toyota,Palm Beach,84279.52161748009
2004,98339,8.238742416599651,Ferrari,Scottsdale,173359.81208299825
2003,130507,2.468032076050109,Ferrari,Palm Beach,140789.46038025053
1964,44141,3.2428339353215856,Ford,Scottsdale,33800.06967660793
1965,32054,4.076790415861153,Porsche,Palm Beach,39678.552079305766
1985,8102,2.5143439990420373,Chevy,Palm Beach,44261.51999521018
2013,69883,6.23486199405706,Ford,Scottsdale,70686.00997028529
1963,107624,9.779054717214562,Chevy,Palm Beach,59632.873586072805
1978,124957,7.853129500925427,Ferrari,Las Vegas,155769.94750462714
1979,19838,4.810480741607157,Ford,Palm Beach,51568.60370803578
1992,10803,1.040540328822598,Toyota,Las Vegas,40122.40164411299
1979,113876,3.819484100243608,Toyota,Las Vegas,37209.82050121804
2008,143564,5.740833589229937,Chevy,Palm Beach,58347.76794614968
1971,44824,3.9182578646677353,Ferrari,Las Vegas,140608.8893233387
